question,RII2000,RII2001,RIII&RIV2002,RR2006,RR2007,RR2008,RR2009,RR2012,RR2014,RR2018,conflict
請問您與您的父親去年見面次數?,,,,,b14if1/父親與您去年見面次數?,,,,,b16bf1/請問您與您的父親去年見面次數?,V
配偶父親與您去年見面次數?,,,,,b14if2/配偶父親與您去年見面次數?,,b20e/請問您與您配偶父親去年見面次數?,,b23gf2/請問您與您的配偶父親去年見面次數?,b21bf2/請問您與您的配偶父親去年見面次數?,V
母親與您去年見面次數?,,,,,b14im1/母親與您去年見面次數?,,b17e/請問您與您母親去年見面次數?,,b20fm1/請問您與您的母親去年見面次數?,b16bm1/請問您與您的母親去年見面次數?,
配偶母親與您去年見面次數?,,,,,b14im2/配偶母親與您去年見面次數?,,b21e/請問您與您配偶母親去年見面次數?,,b23gm2/請問您與您的配偶母親去年見面次數?,b21bm2/請問您與您的配偶母親去年見面次數?,
在去年之中，請問您的父母是否有政府社會福利補助的收入來源?,,,,,b15c02/在去年之中，請問您的父母是否有政府社會福利補助的收入來源?,b15c02/在去年之中，請問您的父母是否曾經獲得下列收入來源?政府社會福利補助,,,,,
請問您的父親平常是否獨居,,,,,b15d09/請問您的父親平常有沒有獨居?,b15d09/請問您的父親平常是否獨居,,,,,V
請問您的父親平常有沒有獨居?,,,,,b15d09/請問您的父親平常有沒有獨居?,b15d09/請問您的父親平常是否獨居,,,,,V
請問您的父親平常是否獨居?,,,,,b15d09/請問您的父親平常有沒有獨居?,,b16a09/請問您的父親平常是否獨居?,,,,V
請問您的父親平常有沒有獨居?,,,,,b15d09/請問您的父親平常有沒有獨居?,,b16a09/請問您的父親平常是否獨居?,,,,V
請問您的父親平常有沒有住安養機構?,,,,,b15d10/請問您的父親平常有沒有住安養機構?,b15d10/請問您的父親平常是否住在安養機構,,,,,V
請問您的父親平常是否住在安養機構,,,,,b15d10/請問您的父親平常有沒有住安養機構?,b15d10/請問您的父親平常是否住在安養機構,,,,,V
請問您的父親平常有沒有住安養機構?,,,,,b15d10/請問您的父親平常有沒有住安養機構?,,b16a10/請問您的父親平常是否住安養機構?,,,,V
請問您的父親平常是否住安養機構?,,,,,b15d10/請問您的父親平常有沒有住安養機構?,,b16a10/請問您的父親平常是否住安養機構?,,,,V
請問您的父親平常有沒有住安養機構?,,,,,b15d10/請問您的父親平常有沒有住安養機構?,,,,,b15a10f1/請問您的父親平常住安養機構?,
請問您的母親平常有沒有獨居?,,,,,b15e09/請問您的母親平常有沒有獨居?,,b16a09/請問您的父親平常是否獨居?,,,,V
請問您的母親平常有沒有獨居?,,,,,b15e09/請問您的母親平常有沒有獨居?,,,,b20b09m1/請問您的母親平常獨居?,,V
請問您的母親平常有沒有獨居?,,,,,b15e09/請問您的母親平常有沒有獨居?,,,,,b15a09m1/請問您的母親平常獨居?,V
請問您的母親平常有沒有住安養機構?,,,,,b15e10/請問您的母親平常有沒有住安養機構?,,b16a10/請問您的父親平常是否住安養機構?,,,,V
請問您的母親平常有沒有住安養機構?,,,,,b15e10/請問您的母親平常有沒有住安養機構?,,,,b20b10m1/請問您的母親平常住安養機構?,,V
請問您的母親平常有沒有住安養機構?,,,,,b15e10/請問您的母親平常有沒有住安養機構?,,,,,b15a10m1/請問您的母親平常住安養機構?,V
在去年(95年)之中，您(或您的配偶)經營，投資事業或做生意，獲利或虧損，大約__元,,,,,d02z02/在去年(95年)之中，您(或您的配偶)經營，投資事業或做生意，獲利或虧損，大約__元,,c02z02/若有經營，投資事業或做生意，去年獲利或虧損約__元,,,c03z02/若有經營，投資事業或做生意，去年約獲利或虧損__元,
在去年(95年)之中，如果您的配偶有工作的話，全部的工作收入大約有多少?,,,,,d03b01/在去年(95年)之中，如果您的配偶有工作的話，全部的工作收入大約有多少?,,c03b01/在去年(97年)之中，如果您的配偶有工作的話，全部的工作收入大約有多少?,,,,
在去年(95年)之中，您的配偶是否曾經領取退休金?,,,,,d04b01/在去年(95年)之中，您的配偶是否曾經領取退休金?,c04b01/在去年(96年)之中，您的配偶是否曾經領取退休金?,c04b01/在去年(97年)之中，您的配偶是否曾經領取退休金?,,c04b01/在去年之中，您配偶是否曾經領取退休金?(1999及2000抽樣樣本作答),c11a01/在過去兩年(105，106年)之中，您的配偶是否曾經領取退休金?,V
在去年(95年)之中，您的配偶先領一部份，然後再按月領取退休金，去年共領__元,,,,,d04b06/在去年(95年)之中，您的配偶先領一部份，然後再按月領取退休金，去年共領__元,c04b06/在去年(96年)之中，您的配偶先領一部份，然後再按月領取退休金，去年共領__元,,,,,
除了上面所談到的這些收入之外，您或您的配偶是否有股利收入,,,,,d05z05/除了上面所談到的這些收入之外，您或您的配偶是否有股利收入?,c05z05/除了上面所談到的這些收入之外，您或您的配偶是否有股利收入,,,,,V
若有股利收入，去年的收入大約__元,,,,,d05z06/除了上面所談到的這些收入之外，您或您的配偶的股利收入大約__元,c05z06/若有股利收入，去年的收入大約__元,c05z06/若有股利收入，去年的收入大約__元,,,,
除了上面所談到的這些收入之外，您或您的配偶是否有其他收入來源,,,,,d05z07/除了上面所談到的這些收入之外，您或您的配偶是否有其他收入來源?,c05z07/除了上面所談到的這些收入之外，您或您的配偶是否有其他收入來源,,,,,V
您對您目前的工作滿意嗎?,,,,,d07d/您對您目前的工作滿意嗎?,c07a/您對您目前的工作滿意嗎?,c07a/您對您目前的工作滿意嗎?,,c07a/您對您目前的工作滿意嗎?,a06b/您對您目前的工作滿意嗎?,
您對目前的家庭生活滿意嗎?,,,,,d07e/您對目前的家庭生活滿意嗎?,c07b/您對目前的家庭生活滿意嗎?,c07b/您對目前的家庭生活滿意嗎?,,c07b/您對目前的家庭生活滿意嗎?,b08/您對目前的家庭生活滿意嗎?,
在過去一年裡，您(和您配偶)標會支出活會平均每月__元,,,,,d08b01/在過去一年裡，您(和您配偶)標會支出活會平均每月__元,,c08b01/在過去一年裡，您(和您配偶)標會支出活會平均每月__元,,,,
在過去一年裡，您(和您配偶)標會支出死會平均每月__元,,,,,d08b02/在過去一年裡，您(和您配偶)標會支出死會平均每月__元,c08b02/在過去一年裡，您(和您配偶)死會平均每月__元,,,,,
受訪者與戶籍地戶長之關係,,,,,x07/受訪者與戶籍地戶長之關係,x07/受訪者與戶籍地戶長之關係,x07/受訪者與戶籍地戶長之關係,x07/受訪者與戶籍地戶長之關係,x07/受訪者與戶籍地戶長之關係,,
請問您是不是民國__年出生?,,,,,,a02a/請問您是不是民國__年出生?,,a02a01/請問您是不是民國__年出生,a02b01/請問您是民國__月出生的?,a02a/請問您是不是民國__年出生?,V
請問您是民國__月出生的?,,,,,,a02a/請問您是不是民國__年出生?,,a02b01/請問您是不是(陽曆)__月出生,a02b01/請問您是民國__月出生的?,,V
請問您是(陽曆)__月出生?，生肖屬__?,,,,,,a02b/請問您是(陽曆)__月出生?，生肖屬__?,,a02b01/請問您是不是(陽曆)__月出生,a02b01/請問您是民國__月出生的?,,V
請問您目前的主要工作與100年1月的主要工作有何不同(01) 雇主改變,,,,,,a06z01/請問您目前的主要工作與96年1月的主要工作不同是否雇主改變,a06z01/請問您目前的主要工作與97年1月的主要工作有何不同?雇主改變,a06z01/請問您目前的主要工作與100年1月的主要工作有何不同(01) 雇主改變,,,
請問您目前的主要工作與100年1月的主要工作有何不同(04) 職位改變,,,,,,a06z04/請問您目前的主要工作與96年1月的主要工作不同是否職位改變,a06z04/請問您目前的主要工作與97年1月的主要工作有何不同?職位改變,a06z04/請問您目前的主要工作與100年1月的主要工作有何不同(04) 職位改變,,,
您目前的這份工作最主要是以何種方式找到的?,,,,,,a08a/您目前的這份工作最主要是以何種方式找到的?,,,a11b/您目前的這份工作最主要是以何種方式找到的?,a12e/您目前的這份工作最主要是以何種方式找到的?,V
若您每天上下班(來回)需要多少交通時間，約__分鐘,,,,,,a09c02/平常您每天上下班總共需要交通時間約__分鐘,,a09c02/若您每天上下班(來回)需要多少交通時間，約__分鐘,,,
您這份工作收入是否用其他方式領的,,,,,,a10a09/您這份工作收入是否用其他方式領的,a10c05/您這份工作收入是其他方式支領的?,,a08c05/您這份工作收入是其他方式領取?,a09b07/您這份工作收入是其他方式領的?,
請問(他/她)是在哪一年出生的?配偶(同居人)出生年,,,,,,a17/請問(他/她)是在哪一年出生的?配偶(同居人)出生年,a17z02/請問(他/她)是在哪一年出生的?__月份,a17z01/請問(他/她)是在哪一年出生的,,,V
(他/她)目前的這份工作最主要是以何種方式找到的?,,,,,,a23a/(他/她)目前的這份工作最主要是以何種方式找到的?,a23a/(他/她)目前的這份工作最主要是以何種方式找到的?,a23a/(他/她)目前的這份工作最主要是以何種方式找到的,,,
(他/她)這份工作收入是否用其他方式領的,,,,,,a25a09/(他/她)這份工作收入是否用其他方式領的,a25c05/(他/她)這份工作收入是其他方式支領的?,,a32c05/(他/她)這份工作收入是其他方式領取?,,
若有，從開始找工作到目前為止已又找了__週,,,,,,a28b03/若有，從開始找工作到目前為止已又找了__週,,,,a16a03/若有，從開始找工作到目前為止已找了__週,
這些同住的人包括有幾人 (1) 父親,,,,,,b04b01/這些同住的人包括:父親__人,,b04b01/這些同住的人包括有幾人 (1) 父親,,b07b01/這些同住的人包括父親,
這些同住的人包括:母親__人,,,,,,b04b02/這些同住的人包括:母親__人,,b04b02/這些同住的人包括有幾人 (2) 母親,,b07b02/這些同住的人包括母親,
這些同住的人包括有幾人 (3) 受訪者配偶/同居人,,,,,,b04b03/這些同住的人包括:受訪者配偶__人,,b04b03/這些同住的人包括有幾人 (3) 受訪者配偶/同居人,,b07b03/這些同住的人包括受訪者配偶(同居伴侶),
這些同住的人包括有幾人 (4) 配偶父親,,,,,,b04b04/這些同住的人包括:配偶父親__人,,b04b04/這些同住的人包括有幾人 (4) 配偶父親,,b07b04/這些同住的人包括配偶父親,
這些同住的人包括:配偶母親__人,,,,,,b04b05/這些同住的人包括:配偶母親__人,,,,b07b05/這些同住的人包括配偶母親,
這些同住的人包括:已婚兒子__人,,,,,,b04b06/這些同住的人包括:已婚兒子__人,,,,b07b06/這些同住的人包括已婚兒子__人,
這些同住的人包括:已婚女兒__人,,,,,,b04b07/這些同住的人包括:已婚女兒__人,,b04b07/這些同住的人包括有幾人 (7) 已婚女兒,,b07b07/這些同住的人包括已婚女兒__人,
這些同住的人包括:未婚兒子__人,,,,,,b04b08/這些同住的人包括:未婚兒子__人,,,,b07b08/這些同住的人包括未婚兒子__人,
這些同住的人包括:未婚女兒__人,,,,,,b04b09/這些同住的人包括:未婚女兒__人,,b04b09/這些同住的人包括有幾人 (09) 未婚女兒,,b07b09/這些同住的人包括未婚女兒__人,
這些同住的人包括:兒子配偶__人,,,,,,b04b10/這些同住的人包括:兒子配偶__人,,,,b07b10/這些同住的人包括兒子配偶__人,
這些同住的人包括有幾人 (11) 女兒配偶,,,,,,b04b11/這些同住的人包括:女兒配偶__人,,b04b11/這些同住的人包括有幾人 (11) 女兒配偶,,b07b11/這些同住的人包括女兒配偶__人,
這些同住的人包括:兄弟的配偶__人,,,,,,b04b16/這些同住的人包括:兄弟的配偶__人,,b04b16/這些同住的人包括有幾人 (16) 兄弟的配偶,,b07b16/這些同住的人包括兄弟的配偶__人,
這些同住的人包括:姊妹的配偶__人,,,,,,b04b17/這些同住的人包括:姊妹的配偶__人,,,,b07b17/這些同住的人包括姊妹的配偶__人,
這些同住的人包括:其他親屬__人,,,,,,b04b32/這些同住的人包括:其他親屬__人,,,,b07b33/這些同住的人包括其他親屬__人,
這些同住的人包括:非親屬__人,,,,,,b04b33/這些同住的人包括:非親屬__人,,,,b07b34/這些同住的人包括非親屬__人,
請問97年1月之後您有沒有新的工作機會或工作變動的機會?,,,,,,b05a/請問96年1月之後您有沒有新的工作機會或工作變動的機會?,b05a/請問97年1月之後您有沒有新的工作機會或工作變動的機會?,,,,V
子女3排行,,,,,,b13ac3/子女3排行,,,b14ac3/子女3排行,,
子女4排行,,,,,,b13ac4/子女4排行,,,b14ac4/子女4排行,,
子女5排行,,,,,,b13ac5/子女5排行,,,b14ac5/子女5排行,,
子女6排行,,,,,,b13ac6/子女6排行,,b13ac6/子女6排行,b14ac6/子女6排行,,
子女4性別,,,,,,b13bc4/子女4性別,,,b14bc4/子女4性別,,
子女5性別,,,,,,b13bc5/子女5性別,,,b14bc5/子女5性別,,
子女6性別,,,,,,b13bc6/子女6性別,,b13bc6/子女6性別,b14bc6/子女6性別,,
子女2出生年,,,,,,b13c01c2/子女2出生年,,,b14c01c2/子女2出生年,,
子女3出生年,,,,,,b13c01c3/子女3出生年,,,b14c01c3/子女3出生年,,
子女4出生年,,,,,,b13c01c4/子女4出生年,,,b14c01c4/子女4出生年,,
子女5出生年,,,,,,b13c01c5/子女5出生年,,,b14c01c5/子女5出生年,,
子女6出生年,,,,,,b13c01c6/子女6出生年,,,b14c01c6/子女6出生年,,
子女3出生月,,,,,,b13c02c2/子女2出生月,,,b14c02c3/子女3出生月,,V
子女4出生月,,,,,,b13c02c4/子女4出生月,,,b14c02c4/子女4出生月,,
子女5出生月,,,,,,b13c02c5/子女5出生月,,,b14c02c5/子女5出生月,,
子女6出生月,,,,,,b13c02c6/子女6出生月,,,b14c02c6/子女6出生月,,
子女1教育程度,,,,,,b13dc1/子女1教育程度,,,b14dc1/子女1教育程度,,
子女4教育程度,,,,,,b13dc4/子女4教育程度,,,,b12gc4/健在子女4教育狀況,
子女5教育程度,,,,,,b13dc5/子女5教育程度,,,b14dc5/子女5教育程度,,
子女6教育程度,,,,,,b13dc6/子女6教育程度,,,b14dc6/子女6教育程度,,
子女1目前有沒有工作?,,,,,,b13ec1/子女1目前有沒有工作?,,,b14lc1/子女1目前有沒有工作,,V
子女2目前有沒有工作?,,,,,,b13ec2/子女2目前有沒有工作?,,,b14lc2/子女2目前有沒有工作,,V
子女3目前有沒有工作?,,,,,,b13ec3/子女3目前有沒有工作?,,,b14lc3/子女3目前有沒有工作,,
子女4目前有沒有工作?,,,,,,b13ec4/子女4目前有沒有工作?,,,b14lc4/子女4目前有沒有工作,,
子女5目前有沒有工作?,,,,,,b13ec5/子女5目前有沒有工作?,,,b14lc5/子女5目前有沒有工作,,
子女6目前有沒有工作?,,,,,,b13ec6/子女6目前有沒有工作?,,,b14lc6/子女6目前有沒有工作,,
子女5目前住處與您的距離多遠?,,,,,,b13gc5/子女5目前住處與您的距離多遠?,,,b14nc5/子女5目前住處與您的距離多遠,,
子女6目前住處與您的距離多遠?,,,,,,b13gc6/子女6目前住處與您的距離多遠?,,,b14nc6/子女6目前住處與您的距離多遠,,
子女1每月打電話(含msn、視訊)次數?,,,,,,b13hc1/子女1每月打電話(含msn、視訊)次數?,,,b14oc1/子女1每月打電話(含網路即時通訊)次數?,,
子女2每月打電話(含msn、視訊)次數?,,,,,,b13hc2/子女2每月打電話(含msn、視訊)次數?,,,b14oc2/子女2每月打電話(含網路即時通訊)次數?,,
子女3每月打電話(含msn、視訊)次數?,,,,,,b13hc3/子女3每月打電話(含msn、視訊)次數?,,,b14oc3/子女3每月打電話(含網路即時通訊)次數?,,
子女4每月打電話(含msn、視訊)次數?,,,,,,b13hc4/子女4每月打電話(含msn、視訊)次數?,,,b14oc4/子女4每月打電話(含網路即時通訊)次數?,,
子女1去年見面次數?,,,,,,b13ic1/子女1去年見面次數?,,,b14qc1/子女1去年見面次數?,b12sc1/健在子女1去年見面次數?,V
子女2去年見面次數?,,,,,,b13ic2/子女2去年見面次數?,,,b14qc2/子女2去年見面次數?,b12sc2/健在子女2去年見面次數?,V
子女3去年見面次數?,,,,,,b13ic3/子女3去年見面次數?,,,b14qc3/子女3去年見面次數?,,
子女4去年見面次數?,,,,,,b13ic4/子女4去年見面次數?,,,b14qc4/子女4去年見面次數?,b12sc4/健在子女4去年見面次數?,
子女5去年見面次數?,,,,,,b13ic5/子女5去年見面次數?,,,b14qc5/子女5去年見面次數?,b12sc5/健在子女5去年見面次數?,
子女6去年見面次數?,,,,,,b13ic6/子女6去年見面次數?,,,b14qc6/子女6去年見面次數?,,
請問您的父親平常是否獨居,,,,,,b15d09/請問您的父親平常是否獨居,,,,b15a09f1/請問您的父親平常獨居?,
請問您的父親平常是否住在安養機構,,,,,,b15d10/請問您的父親平常是否住在安養機構,,,b20b10f1/請問您的父親平常住安養機構?,,
請問您的母親平常是否獨居,,,,,,b15e09/請問您的母親平常是否獨居,,,b20b09m1/請問您的母親平常獨居?,,V
請問您的母親平常是否住在安養機構,,,,,,b15e10/請問您的母親平常是否住在安養機構,,,,b15a10m1/請問您的母親平常住安養機構?,V
請問您母親去年到現在有否改變住處?,,,,,,b17a/請問您母親去年到現在有否改變住處?,b17b/請問您母親去年到現在有否改變住處?,,b20cm1/請問您的母親去年到現在是否改變住處?,,
請問您的配偶母親去年到現在是否改變住處?,,,,,,b21a/請問您配偶母親去年到現在有否改變住處?,b21b/請問您配偶母親去年到現在有否改變住處?,,b23dm2/請問您的配偶母親去年到現在是否改變住處?,,V
您領取退休金的方式?先領一部分，然後再按月領取，去年總共領取____元,,,,,,c04a06/在去年(96年)之中，您先領一部份，然後再按月領取退休金，去年共領__元,,,c04a06/您領取退休金的方式?先領一部分，然後再按月領取，去年總共領取____元,,
在去年之中，您配偶是否曾經領取退休金?(1999及2000抽樣樣本作答),,,,,,c04b01/在去年(96年)之中，您的配偶是否曾經領取退休金?,,,c04b01/在去年之中，您配偶是否曾經領取退休金?(1999及2000抽樣樣本作答),,V
您配偶領取退休金的方式?按月領取，每月____元,,,,,,c04b02/在去年(96年)之中，您的配偶按月領取退休金，每月__元,,,c04b02/您配偶領取退休金的方式?按月領取，每月____元,,V
若有其他收入來源，去年的收入大約__元,,,,,,c05z08/若有其他收入來源，去年的收入大約__元,c05z08/若有其他收入來源，去年的收入大約__元,,,,
在去年之中，您的家庭是否曾經得到政府的重大傷病補助,,,,,,c06a08/在去年之中，您的家庭是否曾經得到政府的重大傷病補助,c06a08/在去年之中，您的家庭是否曾經得到政府的重大傷病補助?,,c06a08/在去年之中，您的家庭是否曾經得到政府的重大傷病補助?,,
請先確認並畫記受訪者去年有沒有配偶或其他同住的親人,,,,,,c07c/請先確認並畫記受訪者去年有沒有配偶或其他同住的親人,c08/請先確認並畫記受訪者去年有沒有配偶或其他同住的親人,,,,
請問您的身高是__公分,,,,,,d03/請問您的身高是__公分,,,d07a/請問您的身高是__公分,h07a/請問您的身高是__公分,
整個來說，您最近這陣子的生活過得快樂嗎?,,,,,,,a03c/請問您最高的教育程度是什麼?,a03c/請問您最高的教育程度是什麼,a03c/請問您最高的教育程度是什麼?,a03c/整個來說，您最近這陣子的生活過得快樂嗎?,V
請問您最高的教育程度是什麼,,,,,,,a03c/請問您最高的教育程度是什麼?,a03c/請問您最高的教育程度是什麼,a03c/請問您最高的教育程度是什麼?,,V
您這份工作的公司約有多少位員工(包含受訪者本人)?,,,,,,,a08c/您這份工作的公司約有多少位員工(包含受訪者本人)?,a08c/您這份工作的公司約有多少位員工(包含受訪者本人),a07b/您這份工作的公司約有多少位員工(包含受訪者本人)?,a08b/您這份工作的公司約有多少位員工(包含受訪者本人)?,V
您這份工作平均每個月的總收入有多少?,,,,,,,a10a/您這份工作平均每個月的總收入有多少?,a10a/您這份工作平均每個月的總收入有多少?__元,,,
請問(他/她)目前的主要工作與100年1月的主要工作有何不同(02) 100年1月後才開始工作,,,,,,,a21z02/請問(他/她)目前的主要工作與97年1月的主要工作有何不同?97年1月後才開始工作,a21z02/請問(他/她)目前的主要工作與100年1月的主要工作有何不同(02) 100年1月後才開始工作,,,
請問(他/她)目前的主要工作與100年1月的主要工作有何不同(03) 工作內容改變,,,,,,,a21z03/請問(他/她)目前的主要工作與97年1月的主要工作有何不同?工作內容改變,a21z03/請問(他/她)目前的主要工作與100年1月的主要工作有何不同(03) 工作內容改變,,,
請問(他/她)目前的主要工作與100年1月的主要工作有何不同(04) 職位改變,,,,,,,a21z04/請問(他/她)目前的主要工作與97年1月的主要工作有何不同?職位改變,a21z04/請問(他/她)目前的主要工作與100年1月的主要工作有何不同(04) 職位改變,,,
請問(他/她)目前的主要工作與100年1月的主要工作有何不同(05) 工作地點改變,,,,,,,a21z05/請問(他/她)目前的主要工作與97年1月的主要工作有何不同?工作地點改變,a21z05/請問(他/她)目前的主要工作與100年1月的主要工作有何不同(05) 工作地點改變,,,
請問(他/她)目前的主要工作與100年1月的主要工作有何不同(06) 沒有改變,,,,,,,a21z06/請問(他/她)目前的主要工作與97年1月的主要工作有何不同?沒有改變,a21z06/請問(他/她)目前的主要工作與100年1月的主要工作有何不同(06) 沒有改變,,,
請問(他/她)目前的主要工作與100年1月的主要工作有何不同(97) 其他,,,,,,,a21z07/請問(他/她)目前的主要工作與97年1月的主要工作有何不同?其他,a21z07/請問(他/她)目前的主要工作與100年1月的主要工作有何不同(97) 其他,,,
(他/她)這份工作的公司約有多少位員工(包含受訪者配偶本人)?,,,,,,,a23c/(他/她)這份工作的公司約有多少位員工(包含受訪者配偶本人)?,a23c/(他/她)這份工作的公司約有多少位員工(包含受訪者配偶本人),,,
健在子女1:去年寫信(含email)次數?,,,,,,,b13ic1/健在子女1:去年寫信(含email)次數?,,,b12rc1/健在子女1去年寫信(含email)次數?,
健在子女2:去年寫信(含email)次數?,,,,,,,b13ic2/健在子女2:去年寫信(含email)次數?,,,b12rc2/健在子女2去年寫信(含email)次數?,
請問過去一年來，您的父母有沒有給您(或您配偶)一般生活費上的資助?,,,,,,,b15a01/請問過去一年來，您的父母有沒有給您(或您配偶)一般生活費上的資助?,,b21a01/請問您或您的配偶過去一年來，有沒有接受您父母在一般生活費上的資助或貸款?,b17a01/請問過去一年來，您的父母有沒有給您(或您配偶)一般生活費上的資助?,
請問過去一年來，若您的父母有給您(或您配偶)一般生活費上的資助，平均每個月大約__元,,,,,,,b15a02/請問過去一年來，若您的父母有給您(或您配偶)一般生活費上的資助，平均每個月大約__元,,b21a02/若有接受您父母在一般生活費上的資助或貸款，平均每個月大約__元,b17a02/若有給您(或您配偶)一般生活費上的資助，平均每個月大約__元,
請問過去一年來，您(或您配偶)有沒有給您父母零用金，生活費或節慶紅包?,,,,,,,b15b01/請問過去一年來，您(或您配偶)有沒有給您父母零用金，生活費或節慶紅包?,,b21b01/請問您過去一年來，有沒有在零用金，生活費或節慶紅包給您的父母資助或貸款?,b17b01/請問過去一年來，您(或您配偶)有沒有給您父母零用金，生活費或節慶紅包?,
若有在零用金，生活費或節慶紅包給您的父母資助或貸款，平均每月大約__元,,,,,,,b15b02/請問過去一年來，若您(或您配偶)給您父母零用金，生活費或節慶紅包，平均每個月大約__元,,b21b02/若有在零用金，生活費或節慶紅包給您的父母資助或貸款，平均每月大約__元,b17b02/若您(或您配偶)有給您父母零用金，生活費或節慶紅包，平均每個月大約__元,
在去年之中，請問您的父母是否曾經獲得退休金?,,,,,,,b15c01/在去年之中，請問您的父母是否曾經獲得退休金?,,b21c01/在去年之中，請問您的父母是否曾經獲得下列收入來源?1 退休金,b17c01/在去年之中，請問您的父母是否曾經獲得退休金?,
在去年之中，請問您的父母是否曾經獲得下列收入來源?2 政府社會福利,,,,,,,b15c02/在去年之中，請問您的父母是否曾經獲得政府社會福利補助?,,b21c02/在去年之中，請問您的父母是否曾經獲得下列收入來源?2 政府社會福利,b17c02/在去年之中，請問您的父母是否曾經獲得政府社會福利補助?,
請問您父親去年到現在有否改變住處?,,,,,,,b16b/請問您父親去年到現在有否改變住處?,,b20cf1/請問您的父親去年到現在是否改變住處?,,
請問您父親目前的住處與您的距離多遠?,,,,,,,b16c/請問您父親目前的住處與您的距離多遠?,,,b15bf1/請問您的父親目前住處與您的距離多遠?,
請問您的母親平常輪流住她的子女家同住?,,,,,,,b17a08/請問您的母親平常是否輪流住她的子女家?,,b20b08m1/請問您的母親平常輪流住她的子女家同住?,b15a08m1/請問您的母親平常輪流住她的子女家?,
請問過去一年來，您配偶的父母有沒有給您(或您配偶)一般生活費上的資助?,,,,,,,b19a01/請問過去一年來，您配偶的父母有沒有給您(或您配偶)一般生活費上的資助?,,,b22a01/請問過去一年來，您配偶的父母有沒有給您(或您配偶)一般生活費上的資助?,
請問過去一年來，若您配偶的父母有給您(或您配偶)一般生活費上的資助，平均每個月大約__元,,,,,,,b19a02/請問過去一年來，若您配偶的父母有給您(或您配偶)一般生活費上的資助，平均每個月大約__元,,b24a02/若有接受您配偶父母在一般生活費上的資助或貸款，平均每個月大約__元,,
在去年之中，請問您配偶的父母是否曾經獲得退休金?,,,,,,,b19c01/在去年之中，請問您配偶的父母是否曾經獲得退休金?,,,b22c01/在去年之中，請問您配偶的父母是否曾經獲得退休金?,
請問您配偶的父親去年到現在有否改變住處?,,,,,,,b20b/請問您配偶的父親去年到現在有否改變住處?,,b23df2/請問您的配偶父親去年到現在是否改變住處?,,V
請問您配偶母親去年到現在有否改變住處?,,,,,,,b21b/請問您配偶母親去年到現在有否改變住處?,,b23df2/請問您的配偶父親去年到現在是否改變住處?,b20cf2/請問您的配偶父親上次訪問到現在有否改變住處?,V
在去年之中，您(或您的配偶)有沒有經營、投資事業或做生意(包括店面、攤子、小生意、農場、果園、魚塭等),,,,,,,c02z01/在去年(97年)之中，您(或您的配偶)有沒有經營，投資事業或做生意?,,c02z01/在去年之中，您(或您的配偶)有沒有經營、投資事業或做生意(包括店面、攤子、小生意、農場、果園、魚塭等),c03z01/在去年(106年)之中，您(或您的配偶)有沒有經營，投資事業或做生意?,
若您的配偶有工作，過去一年的收入大約__元,,,,,,,c03b02/若您的配偶有工作，過去一年的收入大約__元,,,c04b02/若您配偶過去一年有工作，收入大約__元,
在過去兩年(105，106年)之中，您是否曾經領取退休金?,,,,,,,c04a01/在去年(97年)之中，您是否曾經領取退休金?,,,c09d01/在過去兩年(105，106年)之中，您是否曾經領取退休金?,
您認為很有同情心這個特徵符不符合您自己的個性?,,,,,,,d06b/您認為很有同情心這個特徵符不符合您自己的個性?,,,h01b/您認為很有同情心符不符合您自己的個性?,
您認為懂得放鬆而且會處理壓力這個特徵符不符合您自己的個性?,,,,,,,d06d/您認為懂得放鬆而且會處理壓力這個特徵符不符合您自己的個性?,,,h01d/您認為懂得放鬆而且會處理壓力符不符合您自己的個性?,
您認為對多花腦筋思考的事物很有興趣這個特徵符不符合您自己的個性?,,,,,,,d06e/您認為對多花腦筋思考的事物很有興趣這個特徵符不符合您自己的個性?,,,h01e/您認為對多花腦筋思考的事物很有興趣符不符合您自己的個性?,
您認為外向，會和人交際這個特徵符不符合您自己的個性?,,,,,,,d06f/您認為外向，會和人交際這個特徵符不符合您自己的個性?,,,h01f/您認為外向，會和人交際符不符合您自己的個性?,
您認為比較會挑別人毛病符不符合您自己的個性?,,,,,,,d06g/您認為比較會挑別人毛病這個特徵符不符合您自己的個性?,,,h01g/您認為比較會挑別人毛病符不符合您自己的個性?,
您認為粗心大意符不符合您自己的個性?,,,,,,,d06h/您認為粗心大意這個特徵符不符合您自己的個性?,,,h01h/您認為粗心大意符不符合您自己的個性?,
您認為容易緊張符不符合您自己的個性?,,,,,,,d06i/您認為容易緊張這個特徵符不符合您自己的個性?,,,h01i/您認為容易緊張符不符合您自己的個性?,
您認為藝術方面的興趣比較少這個特徵符不符合您自己的個性?,,,,,,,d06j/您認為藝術方面的興趣比較少這個特徵符不符合您自己的個性?,,,h01j/您認為藝術方面的興趣比較少符不符合您自己的個性?,
子女編號,,,,,,,x01e/子女編號,,x01e/子女編號,,
請問您目前沒有工作，是屬於下列哪一種情況,,,,,,,,a14a/請問您目前沒有工作，是屬於下列哪一種情況,,a15a/請問您目前沒有工作，是屬於下列哪一種情況?,
請問您目前不打算找工作的原因是什麼,,,,,,,,a14b/請問您目前不打算找工作的原因是什麼,a14b/請問您目前不打算找工作的原因是什麼?,a15b/請問您目前不打算找工作的原因是什麼?,
